"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.447299188E2,6.650253354E1,2.577329504E1,1.707880194E2,1.629939052E0,8.978076172E1,4.738909477E0,3.371538818E0
6.457299274E2,6.650253230E1,2.577333468E1,1.705309731E2,1.639401242E0,8.978076172E1,4.737576999E0,3.373410916E0
6.467299309E2,6.650253084E1,2.577337409E1,1.711785122E2,1.649377110E0,8.978076172E1,4.737518640E0,3.373492874E0
6.477299341E2,6.650253024E1,2.577341208E1,1.712702929E2,1.624951282E0,1.055064087E2,4.737264433E0,3.373849838E0
6.487299432E2,6.650253362E1,2.577344808E1,1.710657265E2,1.576482970E0,1.055064087E2,4.737245200E0,3.373876842E0
6.497299498E2,6.650252634E1,2.577348614E1,1.714779775E2,1.597958682E0,9.183065796E1,4.737637645E0,3.373325744E0
6.507299523E2,6.650251885E1,2.577352319E1,1.714601051E2,1.633398827E0,1.055064087E2,4.737756751E0,3.373158461E0
6.517299539E2,6.650251323E1,2.577355742E1,1.715347649E2,1.623518392E0,1.055064087E2,4.737911331E0,3.372941336E0
6.527299545E2,6.650250897E1,2.577359516E1,1.718963347E2,1.639815794E0,9.183065796E1,4.737789304E0,3.373112737E0
6.537299539E2,6.650250419E1,2.577363085E1,1.722946448E2,1.584793996E0,1.055064087E2,4.738219947E0,3.372507786E0
6.547299544E2,6.650249816E1,2.577366999E1,1.725603111E2,1.650754993E0,9.183065796E1,4.738536486E0,3.372063019E0
6.557299552E2,6.650249770E1,2.577371014E1,1.727594220E2,1.635067541E0,9.183065796E1,4.738500732E0,3.372113261E0
6.567299554E2,6.650250052E1,2.577374831E1,1.732361490E2,1.609832388E0,9.183065796E1,4.738638956E0,3.371919020E0
6.577299550E2,6.650249912E1,2.577378648E1,1.734116356E2,1.628234762E0,6.576437378E1,4.738793572E0,3.371701723E0
6.587299548E2,6.650249646E1,2.577382714E1,1.736727244E2,1.644789520E0,9.127136230E1,4.739218771E0,3.371104044E0
6.597299545E2,6.650250032E1,2.577386428E1,1.735756000E2,1.624717948E0,6.579815674E1,4.739381257E0,3.370875603E0
6.607299528E2,6.650250415E1,2.577390429E1,1.735726826E2,1.646368240E0,6.579815674E1,4.738777218E0,3.371724709E0
6.617299523E2,6.650250941E1,2.577394003E1,1.734455966E2,1.640878345E0,6.579815674E1,4.737570928E0,3.373419443E0
6.627299521E2,6.650252042E1,2.577396807E1,1.735315430E2,1.624544659E0,4.924285889E1,4.737503951E0,3.373513502E0
6.637299509E2,6.650253124E1,2.577399109E1,1.731645322E2,1.614928487E0,4.924285889E1,4.736677272E0,3.374674125E0
6.647299501E2,6.650254235E1,2.577401148E1,1.725021679E2,1.535074941E0,4.924285889E1,4.737882004E0,3.372982531E0
6.657299490E2,6.650255149E1,2.577403663E1,1.719389630E2,1.499277156E0,4.924285889E1,4.739647838E0,3.370500765E0
6.667299477E2,6.650256194E1,2.577406545E1,1.721490595E2,1.579153910E0,4.924285889E1,4.739075713E0,3.371305151E0
6.677299467E2,6.650257332E1,2.577409337E1,1.724999182E2,1.623782853E0,4.924285889E1,4.736477889E0,3.374953961E0
6.687299454E2,6.650257562E1,2.577413641E1,1.720632778E2,1.629286841E0,6.940902710E1,4.736729836E0,3.374600345E0
6.697299435E2,6.650258575E1,2.577416843E1,1.725081748E2,1.643227298E0,6.940902710E1,4.735937367E0,3.375712412E0
6.707299422E2,6.650259436E1,2.577420197E1,1.722986524E2,1.640961919E0,6.940902710E1,4.735996912E0,3.375628873E0
6.717299412E2,6.650259658E1,2.577424171E1,1.724391085E2,1.615757228E0,6.940902710E1,4.736368435E0,3.375107565E0
6.727299399E2,6.650259432E1,2.577428392E1,1.733314498E2,1.625451462E0,1.117781067E2,4.737236750E0,3.373888707E0
6.737299378E2,6.650258491E1,2.577431946E1,1.734174397E2,1.620394775E0,1.112946777E2,4.737999919E0,3.372816894E0
6.747299368E2,6.650257513E1,2.577435666E1,1.733494442E2,1.659580186E0,1.112946777E2,4.738407273E0,3.372244586E0
6.757299351E2,6.650256536E1,2.577439089E1,1.740299104E2,1.639713965E0,1.112946777E2,4.738424823E0,3.372219927E0
6.767299329E2,6.650256107E1,2.577442940E1,1.738726535E2,1.641093960E0,1.112946777E2,4.739002527E0,3.371408027E0
6.777299321E2,6.650255976E1,2.577446928E1,1.739886357E2,1.629034414E0,1.112946777E2,4.738527583E0,3.372075529E0
6.787299302E2,6.650255475E1,2.577450780E1,1.743863792E2,1.642423226E0,1.085294800E2,4.738644207E0,3.371911640E0
6.797299284E2,6.650254798E1,2.577454860E1,1.739295521E2,1.655561357E0,1.085294800E2,4.738783793E0,3.371715467E0
6.807299262E2,6.650254694E1,2.577458955E1,1.743543660E2,1.654749437E0,1.085294800E2,4.738682242E0,3.371858188E0
6.817299247E2,6.650254785E1,2.577462973E1,1.745405499E2,1.648392774E0,9.405667114E1,4.738779814E0,3.371721059E0
6.827299218E2,6.650254862E1,2.577467096E1,1.743579964E2,1.659495322E0,9.405667114E1,4.738780139E0,3.371720604E0
6.837299205E2,6.650254897E1,2.577470911E1,1.743490581E2,1.640440679E0,9.405667114E1,4.738906429E0,3.371543103E0
6.847299180E2,6.650255249E1,2.577474938E1,1.745582264E2,1.662819968E0,9.405667114E1,4.738714695E0,3.371812579E0
6.857299166E2,6.650255175E1,2.577478960E1,1.745157951E2,1.611563941E0,9.405667114E1,4.738915952E0,3.371529717E0
6.867299148E2,6.650255092E1,2.577483056E1,1.742533678E2,1.656676613E0,9.405667114E1,4.738713708E0,3.371813967E0
6.877299131E2,6.650255311E1,2.577487385E1,1.743573733E2,1.669706751E0,9.405667114E1,4.737893133E0,3.372966898E0
6.887299109E2,6.650254515E1,2.577490048E1,1.740642424E2,1.581824149E0,1.027098694E2,4.738911519E0,3.371535948E0
6.897299081E2,6.650253499E1,2.577492492E1,1.732269043E2,1.461098956E0,1.027098694E2,4.738587598E0,3.371991193E0
6.907299068E2,6.650252612E1,2.577494986E1,1.727455441E2,1.454926071E0,1.027098694E2,4.737791955E0,3.373109015E0
6.917299041E2,6.650252210E1,2.577498639E1,1.731588918E2,1.571553858E0,1.027098694E2,4.737704134E0,3.373232362E0
6.927299029E2,6.650252109E1,2.577502494E1,1.737347238E2,1.619667190E0,1.027098694E2,4.738975143E0,3.371446519E0
6.937299005E2,6.650251821E1,2.577506228E1,1.731336651E2,1.606404970E0,1.027098694E2,4.738775872E0,3.371726601E0
6.947298988E2,6.650251257E1,2.577509378E1,1.729267394E2,1.531840185E0,1.027098694E2,4.738979863E0,3.371439884E0
6.957298962E2,6.650251540E1,2.577513988E1,1.734828403E2,1.644528599E0,9.633267212E1,4.739016729E0,3.371388063E0
6.967298938E2,6.650251720E1,2.577518223E1,1.739681752E2,1.642360131E0,9.633267212E1,4.739882874E0,3.370170230E0
6.977298918E2,6.650251375E1,2.577522366E1,1.737942526E2,1.652359127E0,9.633267212E1,4.739736362E0,3.370376277E0
6.987298898E2,6.650250792E1,2.577526360E1,1.739866065E2,1.657808344E0,8.616036987E1,4.739787148E0,3.370304856E0
6.997298874E2,6.650250759E1,2.577530336E1,1.734870513E2,1.608627766E0,8.616036987E1,4.739554202E0,3.370632434E0
7.007298849E2,6.650251090E1,2.577534598E1,1.735269520E2,1.613565340E0,8.616036987E1,4.739845433E0,3.370222886E0
7.017298826E2,6.650250957E1,2.577538619E1,1.734074782E2,1.601891870E0,8.616036987E1,4.739989162E0,3.370020739E0
7.027298810E2,6.650250801E1,2.577543102E1,1.739058317E2,1.657137011E0,8.616036987E1,4.740758752E0,3.368938036E0
7.037298781E2,6.650250722E1,2.577547048E1,1.746354972E2,1.638343573E0,8.616036987E1,4.740390267E0,3.369456507E0
7.047298763E2,6.650250875E1,2.577551277E1,1.747162588E2,1.658217226E0,8.616036987E1,4.740744519E0,3.368958064E0
7.057298745E2,6.650250707E1,2.577555329E1,1.745605240E2,1.650049756E0,8.616036987E1,4.740511347E0,3.369286156E0
7.067298719E2,6.650250766E1,2.577559445E1,1.752224796E2,1.660791831E0,8.616036987E1,4.740251027E0,3.369652391E0
7.077298700E2,6.650250931E1,2.577563378E1,1.749243001E2,1.652882565E0,8.378179932E1,4.740139467E0,3.369809321E0
7.087298672E2,6.650251343E1,2.577567412E1,1.751129953E2,1.662719217E0,8.399801636E1,4.739936328E0,3.370095049E0
7.097298646E2,6.650251588E1,2.577571435E1,1.754171221E2,1.650088226E0,8.399801636E1,4.738728795E0,3.371792763E0
7.107298635E2,6.650251824E1,2.577575267E1,1.750990596E2,1.628340889E0,8.399801636E1,4.739279759E0,3.371018303E0
7.117298605E2,6.650251680E1,2.577579258E1,1.751566267E2,1.640583366E0,8.399801636E1,4.739145590E0,3.371206922E0
7.127298584E2,6.650251540E1,2.577582797E1,1.757381464E2,1.609787429E0,8.399801636E1,4.740018565E0,3.369979383E0
7.137298566E2,6.650251055E1,2.577586581E1,1.753910688E2,1.623161943E0,1.029378662E2,4.739968431E0,3.370049896E0
7.147298536E2,6.650251151E1,2.577590678E1,1.758166107E2,1.646693928E0,1.029378662E2,4.739793043E0,3.370296566E0
7.157298517E2,6.650251212E1,2.577594669E1,1.762990344E2,1.656695670E0,1.029378662E2,4.739829412E0,3.370245417E0
7.167298493E2,6.650251023E1,2.577598049E1,1.757915459E2,1.601155011E0,1.029378662E2,4.739801450E0,3.370284742E0
7.177298473E2,6.650250547E1,2.577601743E1,1.757612307E2,1.639260094E0,1.034332886E2,4.739601459E0,3.370565982E0
7.187298448E2,6.650250108E1,2.577605456E1,1.762262217E2,1.639515975E0,1.034332886E2,4.739914873E0,3.370125224E0
7.197298419E2,6.650249439E1,2.577608989E1,1.764427094E2,1.642480783E0,1.034332886E2,4.739994913E0,3.370012649E0
7.207298399E2,6.650248883E1,2.577612638E1,1.762760001E2,1.651518189E0,1.127662659E2,4.739625617E0,3.370532012E0
7.217298386E2,6.650248304E1,2.577616253E1,1.763401654E2,1.635005416E0,1.127662659E2,4.739268452E0,3.371034199E0
7.227298356E2,6.650247689E1,2.577619726E1,1.765183778E2,1.640801311E0,1.127662659E2,4.739442886E0,3.370788953E0
7.237298340E2,6.650246842E1,2.577622985E1,1.762825486E2,1.638682076E0,1.127662659E2,4.739148453E0,3.371202897E0
7.247298309E2,6.650246095E1,2.577626173E1,1.762931899E2,1.630429019E0,1.287031250E2,4.738626160E0,3.371937002E0
7.257298288E2,6.650245247E1,2.577629304E1,1.760126127E2,1.626229711E0,1.287031250E2,4.738414927E0,3.372233831E0
7.267298263E2,6.650244480E1,2.577632826E1,1.762459441E2,1.650678222E0,1.287031250E2,4.738525110E0,3.372079005E0
7.277298243E2,6.650243730E1,2.577635861E1,1.761126452E2,1.634586069E0,1.287031250E2,4.738858411E0,3.371610594E0
7.287298216E2,6.650243081E1,2.577639067E1,1.762857735E2,1.633475145E0,1.287031250E2,4.738477738E0,3.372145572E0
7.297298192E2,6.650242608E1,2.577641745E1,1.747086989E2,1.443880031E0,1.157427368E2,4.738736224E0,3.371782323E0
7.307298176E2,6.650241754E1,2.577644043E1,1.741444962E2,1.385293339E0,1.287031250E2,4.738109697E0,3.372662677E0
7.317298145E2,6.650241472E1,2.577646468E1,1.733358374E2,1.201138030E0,1.157427368E2,4.738663983E0,3.371883849E0
7.327298130E2,6.650240243E1,2.577648610E1,1.732001544E2,1.373574796E0,1.287031250E2,4.739184766E0,3.371151849E0
7.337298104E2,6.650239087E1,2.577652159E1,1.735018650E2,1.616693726E0,1.157427368E2,4.737746286E0,3.373173160E0
7.347298082E2,6.650238400E1,2.577655643E1,1.738304729E2,1.611078022E0,1.157427368E2,4.738714233E0,3.371813229E0
7.357298057E2,6.650238643E1,2.577660656E1,1.723952529E2,1.525582302E0,1.157427368E2,4.737314209E0,3.373779945E0
7.367298033E2,6.650237843E1,2.577663223E1,1.726919272E2,1.505396098E0,1.157427368E2,4.739779775E0,3.370315225E0
7.377298019E2,6.650236662E1,2.577665017E1,1.718383635E2,1.374056265E0,1.157427368E2,4.738864402E0,3.371602173E0
7.387297988E2,6.650235608E1,2.577664400E1,1.699676331E2,9.846477709E-1,1.157427368E2,4.738139567E0,3.372620714E0
7.397297962E2,6.650234849E1,2.577670167E1,1.700292902E2,1.365783556E0,1.165375977E2,4.737268748E0,3.373843779E0
7.407297943E2,6.650234585E1,2.577675097E1,1.708153483E2,1.593585923E0,1.165375977E2,4.737198234E0,3.373942786E0
7.417297921E2,6.650236410E1,2.577680174E1,1.712059796E2,1.674638017E0,1.070297546E2,4.736051927E0,3.375551685E0
7.427297894E2,6.650236120E1,2.577682687E1,1.712380096E2,1.508801534E0,1.070297546E2,4.740708296E0,3.369009036E0
7.437297873E2,6.650235729E1,2.577687119E1,1.720224207E2,1.610133895E0,1.070297546E2,4.740161332E0,3.369778565E0
7.447297851E2,6.650234706E1,2.577690396E1,1.716417938E2,1.565544948E0,1.104038391E2,4.738875022E0,3.371587246E0
7.457297825E2,6.650234107E1,2.577694140E1,1.717050970E2,1.571708787E0,1.104038391E2,4.738302451E0,3.372391869E0
7.467297800E2,6.650233101E1,2.577696959E1,1.718741560E2,1.537055046E0,1.104038391E2,4.738052148E0,3.372743523E0
7.477297784E2,6.650232580E1,2.577701190E1,1.721288875E2,1.597327281E0,1.104038391E2,4.737064554E0,3.374130473E0
7.487297758E2,6.650232116E1,2.577704883E1,1.725999116E2,1.544953142E0,1.070297546E2,4.737075448E0,3.374115177E0
7.497297734E2,6.650231080E1,2.577709030E1,1.731078023E2,1.626037447E0,1.065386963E2,4.736859181E0,3.374418784E0
7.507297713E2,6.650230456E1,2.577711600E1,1.741687611E2,1.488719133E0,1.065386963E2,4.737741982E0,3.373179204E0
7.517297688E2,6.650229107E1,2.577714153E1,1.742702475E2,1.602085768E0,1.299841003E2,4.735788130E0,3.375921773E0
7.527297664E2,6.650228470E1,2.577718137E1,1.742797990E2,1.627819095E0,1.299841003E2,4.730691690E0,3.383059735E0
7.537297645E2,6.650227036E1,2.577720485E1,1.751360194E2,1.669439913E0,1.299841003E2,4.730236856E0,3.383695660E0
7.547297620E2,6.650226716E1,2.577724248E1,1.746972598E2,1.549843952E0,1.299841003E2,4.732948460E0,3.379901760E0
7.557297593E2,6.650225935E1,2.577727444E1,1.746608242E2,1.571091323E0,1.299841003E2,4.733999710E0,3.378429188E0
7.567297572E2,6.650225213E1,2.577731047E1,1.745897497E2,1.603422631E0,1.138137817E2,4.733804934E0,3.378702099E0
7.577297549E2,6.650224571E1,2.577735065E1,1.755801557E2,1.624017021E0,1.138137817E2,4.735146153E0,3.376822167E0
7.587297531E2,6.650223642E1,2.577736809E1,1.765911234E2,1.422227421E0,1.138137817E2,4.737934524E0,3.372908757E0
7.597297502E2,6.650222719E1,2.577740840E1,1.760505672E2,1.622611022E0,1.138137817E2,4.739899793E0,3.370146434E0
7.607297479E2,6.650222658E1,2.577744791E1,1.753309323E2,1.548979997E0,1.138137817E2,4.735607714E0,3.376174849E0
7.617297455E2,6.650222293E1,2.577748915E1,1.768300135E2,1.610330615E0,1.138137817E2,4.736730424E0,3.374599520E0
7.627299730E2,6.650221322E1,2.577752540E1,1.765757108E2,1.650248427E0,1.155550842E2,4.737305305E0,3.373792447E0
7.637299753E2,6.650220631E1,2.577756660E1,1.766483334E2,1.694808174E0,1.155550842E2,4.737176116E0,3.373973841E0
7.647299743E2,6.650220104E1,2.577760512E1,1.769491486E2,1.661180752E0,1.155550842E2,4.737609308E0,3.373365542E0
7.657299711E2,6.650219799E1,2.577764673E1,1.772356331E2,1.667804617E0,1.155550842E2,4.738049386E0,3.372747404E0
7.667299763E2,6.650219166E1,2.577768580E1,1.773053612E2,1.657887067E0,1.155550842E2,4.738579417E0,3.372002690E0
7.677299780E2,6.650219231E1,2.577772738E1,1.777203767E2,1.650701443E0,1.034009094E2,4.738925910E0,3.371515720E0
7.687299788E2,6.650218856E1,2.577776515E1,1.783454094E2,1.637712291E0,1.034009094E2,4.739318793E0,3.370963424E0
7.697299862E2,6.650218618E1,2.577780233E1,1.780774154E2,1.639108001E0,1.034009094E2,4.739444001E0,3.370787385E0
7.707299875E2,6.650218481E1,2.577783872E1,1.776814687E2,1.596576339E0,1.034009094E2,4.738745528E0,3.371769246E0
7.717299937E2,6.650218857E1,2.577787160E1,1.769712039E2,1.519070373E0,1.034009094E2,4.739016875E0,3.371387858E0
7.727299930E2,6.650218192E1,2.577791385E1,1.773565263E2,1.654517978E0,1.034009094E2,4.739262997E0,3.371041868E0
7.737299944E2,6.650217316E1,2.577794941E1,1.772293496E2,1.640257907E0,1.034009094E2,4.738799946E0,3.371692765E0
7.747300040E2,6.650216819E1,2.577798916E1,1.770926209E2,1.653371862E0,1.034009094E2,4.738577293E0,3.372005674E0
7.757300074E2,6.650216605E1,2.577802976E1,1.782880001E2,1.628458314E0,9.574179077E1,4.738942573E0,3.371492299E0
7.767300067E2,6.650216660E1,2.577806844E1,1.782085455E2,1.636769818E0,9.574179077E1,4.739790484E0,3.370300165E0
7.777300073E2,6.650216193E1,2.577811108E1,1.778456609E2,1.671043886E0,9.574179077E1,4.738914816E0,3.371531314E0
7.787300069E2,6.650215925E1,2.577815212E1,1.776094714E2,1.652949256E0,9.574179077E1,4.739104573E0,3.371264581E0
7.797300072E2,6.650215948E1,2.577818903E1,1.775608790E2,1.650452038E0,9.245123291E1,4.739168895E0,3.371174161E0
7.807300061E2,6.650215809E1,2.577822436E1,1.781852520E2,1.636297078E0,9.574179077E1,4.739491155E0,3.370721084E0
7.817300062E2,6.650215739E1,2.577826415E1,1.785617731E2,1.649897030E0,9.245123291E1,4.739388743E0,3.370865078E0
7.827300059E2,6.650216056E1,2.577830423E1,1.787329658E2,1.677215641E0,9.245123291E1,4.739321168E0,3.370960086E0
7.837300045E2,6.650215866E1,2.577834478E1,1.790918586E2,1.662424069E0,9.245123291E1,4.739497990E0,3.370711473E0
7.847300041E2,6.650215914E1,2.577838563E1,1.793234064E2,1.669249861E0,9.245123291E1,4.739416238E0,3.370826421E0
7.857300030E2,6.650216213E1,2.577842250E1,1.793728134E2,1.646820365E0,8.897781372E1,4.739423779E0,3.370815817E0
7.867300019E2,6.650216558E1,2.577845792E1,1.787605842E2,1.610017587E0,8.897781372E1,4.740094840E0,3.369872096E0
7.877300016E2,6.650216584E1,2.577849455E1,1.788486079E2,1.648063619E0,8.897781372E1,4.739403982E0,3.370843652E0
7.887299992E2,6.650216608E1,2.577852831E1,1.784789756E2,1.635692907E0,8.897781372E1,4.738994003E0,3.371420009E0
7.897299988E2,6.650217873E1,2.577858018E1,1.788623766E2,1.648068829E0,5.187573242E1,4.738094450E0,3.372684097E0
7.907299974E2,6.650218809E1,2.577861005E1,1.789636104E2,1.661343927E0,5.187573242E1,4.737294064E0,3.373808232E0
7.917299963E2,6.650219683E1,2.577863999E1,1.794713731E2,1.662155293E0,8.423254395E1,4.737033406E0,3.374174201E0
7.927299957E2,6.650219929E1,2.577868225E1,1.803469164E2,1.651011914E0,8.423254395E1,4.737213487E0,3.373921370E0
7.937299941E2,6.650219466E1,2.577872197E1,1.802618833E2,1.639554710E0,8.423254395E1,4.738425263E0,3.372219308E0
7.947299922E2,6.650218928E1,2.577876017E1,1.804949437E2,1.643567955E0,8.423254395E1,4.738556660E0,3.372034670E0
7.957299910E2,6.650218017E1,2.577879707E1,1.804871708E2,1.665589013E0,1.065071716E2,4.738523361E0,3.372081463E0
7.967299899E2,6.650216987E1,2.577882871E1,1.817180394E2,1.635811456E0,1.065071716E2,4.738658787E0,3.371891150E0
7.977299879E2,6.650216051E1,2.577886031E1,1.810110033E2,1.645373442E0,1.065071716E2,4.738994076E0,3.371419906E0
7.987299868E2,6.650215715E1,2.577889661E1,1.804161004E2,1.575569676E0,1.065071716E2,4.737039585E0,3.374165527E0
7.997299855E2,6.650214968E1,2.577893359E1,1.806296182E2,1.642196422E0,1.107587585E2,4.737373897E0,3.373696133E0
8.007299830E2,6.650214345E1,2.577896666E1,1.818277582E2,1.620963011E0,1.107587585E2,4.738395271E0,3.372261450E0
8.017299817E2,6.650213697E1,2.577900425E1,1.813984774E2,1.665040805E0,1.107587585E2,4.739603080E0,3.370563703E0
8.027299798E2,6.650213073E1,2.577903871E1,1.813241934E2,1.656254359E0,1.107587585E2,4.738804812E0,3.371685926E0
8.037299782E2,6.650212625E1,2.577907479E1,1.807832327E2,1.614927085E0,1.107587585E2,4.739042428E0,3.371351939E0
8.047299764E2,6.650212291E1,2.577911411E1,1.811669991E2,1.663863763E0,1.107587585E2,4.739304988E0,3.370982833E0
8.057299753E2,6.650211848E1,2.577915362E1,1.811338721E2,1.690064689E0,1.107587585E2,4.739608600E0,3.370555941E0
8.067299727E2,6.650211026E1,2.577918733E1,1.814310031E2,1.666923247E0,1.027430115E2,4.739523881E0,3.370675068E0
8.077299709E2,6.650210857E1,2.577922486E1,1.812998915E2,1.655616439E0,1.027430115E2,4.739434830E0,3.370800280E0
8.087299696E2,6.650212190E1,2.577926031E1,1.806395982E2,1.580334224E0,8.103778076E1,4.739448143E0,3.370781561E0
8.097299676E2,6.650212034E1,2.577929714E1,1.808319856E2,1.614072568E0,8.103778076E1,4.741428341E0,3.367995594E0
8.107299657E2,6.650212284E1,2.577932741E1,1.806422144E2,1.578658097E0,8.103778076E1,4.740299164E0,3.369584673E0
8.117299638E2,6.650212091E1,2.577936393E1,1.806610008E2,1.603712687E0,8.103778076E1,4.739677215E0,3.370459454E0
8.127299619E2,6.650212122E1,2.577939450E1,1.804300445E2,1.605447618E0,8.103778076E1,4.739410706E0,3.370834198E0
8.137299592E2,6.650211649E1,2.577941647E1,1.791586050E2,1.379218966E0,8.103778076E1,4.738721436E0,3.371803106E0
8.147299589E2,6.650211499E1,2.577942383E1,1.773434295E2,1.647893183E0,8.103778076E1,4.741573529E0,3.367791190E0
8.157299560E2,6.650211399E1,2.577943784E1,1.766413215E2,1.606911944E0,8.103778076E1,4.743283948E0,3.365381764E0
8.167299544E2,6.650212527E1,2.577949949E1,1.771809888E2,1.460327571E0,8.103778076E1,4.741553858E0,3.367818885E0
8.177299519E2,6.650212671E1,2.577954705E1,1.783070972E2,1.650521481E0,8.103778076E1,4.738520034E0,3.372086138E0
8.187299501E2,6.650213259E1,2.577958790E1,1.790217415E2,1.669137611E0,8.103778076E1,4.737361227E0,3.373713923E0
8.197299484E2,6.650213559E1,2.577962491E1,1.791767914E2,1.636209074E0,8.103778076E1,4.737145888E0,3.374016281E0
8.207299457E2,6.650213357E1,2.577966441E1,1.790028955E2,1.594499375E0,8.704290771E1,4.737988685E0,3.372832675E0
8.217299442E2,6.650213220E1,2.577969831E1,1.782284657E2,1.436858092E0,8.704290771E1,4.739662964E0,3.370479493E0
8.227299417E2,6.650213319E1,2.577973988E1,1.785358784E2,1.579425732E0,8.704290771E1,4.740419714E0,3.369415078E0
8.237299402E2,6.650213983E1,2.577978214E1,1.795003092E2,1.642342187E0,8.704290771E1,4.738653885E0,3.371898041E0
8.247299386E2,6.650214527E1,2.577981659E1,1.799209843E2,1.630662365E0,8.704290771E1,4.739104815E0,3.371264241E0
8.257299364E2,6.650214358E1,2.577985872E1,1.798060101E2,1.644027829E0,9.257986450E1,4.738397117E0,3.372258857E0
8.267299342E2,6.650213641E1,2.577989606E1,1.803381580E2,1.634390710E0,9.711688232E1,4.736922054E0,3.374330525E0
8.277299318E2,6.650212645E1,2.577993036E1,1.798174461E2,1.591658948E0,1.055067139E2,4.737972737E0,3.372855077E0
8.287299302E2,6.650211988E1,2.577996530E1,1.804231087E2,1.624288955E0,1.055067139E2,4.736863734E0,3.374412393E0
8.297299281E2,6.650211792E1,2.578000750E1,1.817548550E2,1.583368640E0,1.055067139E2,4.738548044E0,3.372046778E0
8.307299265E2,6.650211246E1,2.578005172E1,1.820260533E2,1.642359654E0,1.055067139E2,4.739091579E0,3.371282848E0
8.317299253E2,6.650210611E1,2.578009861E1,1.819464878E2,1.663849081E0,1.055067139E2,4.738272780E0,3.372433556E0
8.327299217E2,6.650210360E1,2.578013609E1,1.814674529E2,1.579305145E0,1.055067139E2,4.737622886E0,3.373346472E0
8.337299199E2,6.650209597E1,2.578017402E1,1.814861563E2,1.609150525E0,1.103878479E2,4.737631983E0,3.373333697E0
8.347299180E2,6.650209135E1,2.578020939E1,1.812773122E2,1.614828429E0,1.103878479E2,4.737161831E0,3.373993897E0
8.357299161E2,6.650208482E1,2.578024845E1,1.818465141E2,1.664695113E0,1.103878479E2,4.737675120E0,3.373273112E0
8.367299131E2,6.650207969E1,2.578028939E1,1.820143429E2,1.663982539E0,1.103878479E2,4.738079515E0,3.372705078E0
8.377299116E2,6.650207160E1,2.578032677E1,1.818408876E2,1.655329269E0,1.103878479E2,4.737897537E0,3.372960712E0
8.387299094E2,6.650206437E1,2.578036455E1,1.819079505E2,1.666132805E0,1.131736145E2,4.738133581E0,3.372629123E0
8.397299078E2,6.650206043E1,2.578040302E1,1.826003369E2,1.642416555E0,1.103878479E2,4.738208822E0,3.372523416E0
8.407299052E2,6.650205842E1,2.578043981E1,1.823317200E2,1.623942036E0,1.020054016E2,4.739357621E0,3.370908835E0
8.417299035E2,6.650205200E1,2.578047573E1,1.818039099E2,1.608960310E0,1.020054016E2,4.739205150E0,3.371123193E0
8.427299012E2,6.650204743E1,2.578051347E1,1.820134689E2,1.622115473E0,1.020054016E2,4.736618069E0,3.374757221E0
8.437298996E2,6.650204638E1,2.578055324E1,1.821772710E2,1.646661856E0,1.020054016E2,4.736586837E0,3.374801056E0
8.447298976E2,6.650204062E1,2.578059366E1,1.825317703E2,1.663399098E0,1.020054016E2,4.738292202E0,3.372406269E0
8.457298951E2,6.650203910E1,2.578063513E1,1.828103335E2,1.664994702E0,9.877758789E1,4.738659732E0,3.371889823E0
8.467298931E2,6.650203864E1,2.578067775E1,1.830526779E2,1.667405980E0,9.877758789E1,4.738740277E0,3.371776626E0
8.477298909E2,6.650203724E1,2.578072100E1,1.832909076E2,1.676084328E0,9.877758789E1,4.739337788E0,3.370936720E0
8.487298888E2,6.650203580E1,2.578075676E1,1.838504765E2,1.608988453E0,9.877758789E1,4.739257401E0,3.371049736E0
8.497298865E2,6.650203407E1,2.578079877E1,1.838121798E2,1.667973610E0,9.877758789E1,4.739419608E0,3.370821682E0
8.507298851E2,6.650203685E1,2.578083570E1,1.837372992E2,1.640541022E0,9.877758789E1,4.738865938E0,3.371600015E0
8.517298834E2,6.650203257E1,2.578087461E1,1.838821793E2,1.662449970E0,9.877758789E1,4.739030744E0,3.371368363E0
8.527298801E2,6.650203704E1,2.578091333E1,1.839154557E2,1.653744983E0,8.745785522E1,4.738878169E0,3.371582823E0
8.537298782E2,6.650203301E1,2.578095465E1,1.842620790E2,1.675221060E0,8.745785522E1,4.738838324E0,3.371638826E0
8.547298759E2,6.650203473E1,2.578099676E1,1.843969139E2,1.685092654E0,8.745785522E1,4.739247688E0,3.371063391E0
8.557298737E2,6.650203940E1,2.578102977E1,1.842819191E2,1.616902841E0,7.734463501E1,4.741967592E0,3.367236313E0
8.567298723E2,6.650203875E1,2.578106488E1,1.839669352E2,1.593227946E0,7.734463501E1,4.742182778E0,3.366933254E0
8.577298700E2,6.650203697E1,2.578110280E1,1.837442885E2,1.619826139E0,7.734463501E1,4.740832291E0,3.368834549E0
8.587298684E2,6.650203971E1,2.578114085E1,1.840563191E2,1.650352957E0,7.734463501E1,4.739565755E0,3.370616187E0
8.597298656E2,6.650205300E1,2.578116724E1,1.838771181E2,1.614159594E0,7.734463501E1,4.739326412E0,3.370952714E0
8.607298636E2,6.650206209E1,2.578120158E1,1.848613422E2,1.641146531E0,6.529144287E1,4.738797313E0,3.371696466E0
